text,label
sleeping .. surfing,0
K tell anything .,0
hiya hows going sunny africa ? hope u r avin good time . give big old silver back big kiss .,0
"Yetunde , 'm sorry moji seem busy able go shopping . please find way get wanted u get . Please forgive . reply free via yahoo messenger .",0
Lol . need cash nitros . Hurry come crash !,0
1 's finish meeting call .,0
"Haha awesome , minute",0
call later . Afternoon onwords mtnl service get problem south mumbai . hear n't listen .,0
's feathery bowa ? something guy n't know ?,0
actually sleeping still might u call back . text gr8 . rock si . send u text wen wake .,0
Hurt ... Tease ... Make cry ... end life die plz keep one rose grave say STUPID MISS U .. NICE DAY BSLVYL,0
tell u 2 call 09066358152 claim £5000 prize . U 2 enter ur mobile & personal detail @ prompt . Careful !,1
Din tell u jus 420,0
"Huh ... Hyde park mel ah , opps , got confused ... Anyway , tt 's e best choice den juz take ...",0
Dare ask ... luck sorting car ?,0
Shall get pouch ?,0
heard U4 . Call night knickers . Make beg like U last time 01223585236 XX Luv Nikiyu4.net,1
gentle baby ! Soon taking & lt ; # & gt ; inch deep inside tight pussy ...,0
Oooh got plenty !,0
1 new message . Please call 08718738034 .,1
n't necessarily expect done get back though 'm headin,0
Near kalainar tv office.thenampet,0
Lol ouch wish 'd stayed bit longer,0
Cos shopping wif darren jus n called 2 ask wat present wan lor . started guessing wif n finally guessed darren lor .,0
n't know 'm raping dude poker,0
U calling right ? Call hand phone ...,0
Watching tv . got new job : ),0
Ok lor thanx ... Ü school ?,0
Darren saying dat u meeting da ge den dun meet 4 dinner . Cos later u leave xy feel awkward . Den u meet 4 lunch lor .,0
da .. today also forgot ..,0
"‘ thing ape , u fight death keep something , minute u let go , thats !",0
played smash bros & lt ; # & gt ; religiously .,0
"Poyyarikatur , kolathupalayam , unjalur post , erode dis , & lt ; # & gt ; .",0
"Jus chillaxin ,",0
Nothing . ...,0
Crazy ar 's married . Ü like gd looking guy . frens like say 's korean leona 's fave dun thk . Aft thinking mayb prob 'll go .,0
`` Hi darlin youPhone ? Im atHome youwanna chat . '',0
hospital da . . return home evening,0
Yeah imagine would really gentle . Unlike doc treat patient like turkey .,0
xy going 4 e lunch ?,0
"Nimbomsons . Yep phone know one . Obviously , co thats real word",0
Wat would u like 4 ur birthday ?,0
love ... hope anything drastic . n't dare sell pc phone ...,0
K k : - ) : - ) watch film .,0
know friend already told .,0
Lul im gettin juicy gossip hospital . Two nurse talking fat gettin . one think shes obese . Oyea .,0
Free 1st week entry 2 TEXTPOD 4 chance 2 win 40GB iPod £250 cash every wk . Txt VPOD 81303 Ts & Cs www.textpod.net custcare 08712405020 .,1
"Kate jackson rec center 7ish , right ?",0
Ya : ) going restaurant ..,0
"Aight , thanks comin",0
"Em , olowoyey @ usc.edu great time argentina . sad secretary , everything blessing",0
"Mah b , 'll pick tomorrow",0
"'m meeting , call later",0
"Urgent Urgent ! 800 FREE flight Europe give away , call B4 10th Sept & take friend 4 FREE . Call claim 09050000555 . BA128NNFWFLY150ppm",1
love ! come took long leave Zaher 's ? got word ym happy see sad left . miss,0
want New Nokia 3510i colour phone DeliveredTomorrow ? 300 free minute mobile + 100 free text + Free Camcorder reply call 08000930705 .,1
want 750 anytime network min 150 text NEW video phone five pound per week call 08000776320 reply delivery Tomorrow,1
Sent de webadres geting salary slip,0
dnt wnt tlk wid u,0
"sign maturity start saying big thing .. actually , start understanding small thing ... * NICE EVENING * BSLVYL",0
love cuddle ! want hold strong arm right ...,0
.. jst change tat ..,0
Oh : ) usual vijay film different ?,0
got ur favorite oyster ... N got favorite sashimi ... Ok lar dun say already ... Wait ur stomach start rumbling ...,0
call time job today ok umma ask speed,0
u want come back ? .a beautiful necklace token heart you.thats give WIFE LIKING.BE SEE .. ONE give that.dont call me.i wait till come .,0
"Sorry man account 's dry would , want could trade back half could buy shit credit card",0
Even cant close eye vava playing umma : -D,0
"e timing , go w u lor ...",0
'm coming home 4 dinner .,0
Refused loan ? Secured Unsecured ? Ca n't get credit ? Call free 0800 195 6669 text back 'help ' & !,1
"'m . ca n't give everything want need . actually could better yor -- 've got money . ca n't get work , ca n't get man , ca n't pay rent , ca n't even fill fucking gas tank . yes , 'm stressed depressed . n't even call home thanksgiving cuz 'll tell , nothing .",0
"Okay . , shining . meant signing , sound better .",0
evo . download flash . Jealous ?,0
"Set place heart mind , mind easily forgets heart always remember . Wish Happy Valentines Day !",0
want new Video handset ? 750 time network min ? UNLIMITED TEXT ? Camcorder ? Reply Call 08000930705 del Sat,1
Jus finish blowing hair . U finish dinner already ?,0
"Good morning , Love ... go sleep wish great day full feeling better opportunity ... last thought babe , LOVE * kiss *",0
get cash together 'll text jason,0
Jus finish watching tv ... U ?,0
"Gal n boy walking park . gal-can hold ur hand ? boy-y ? u think would run away ? gal-no , jst wana c feel walking heaven prince .. GN : - )",0
didnt get anything da,0
ran younger man . make pretty baby together : ),0
u hav frnd name ashwini ur college ?,0
Mm umma ask vava also come tell play later together,0
enjoy watching playing football basketball . Anything outdoors . ?,0
Cramps stopped . Going back sleep,0
Ok u tell wat time u coming later lor .,0
Nvm ... 'm going wear sport shoe anyway ... 'm going late leh .,0
know lab goggles went,0
're guy getting back ? G said thinking staying mcr,0
"'s good , need drug",0
"Hello , love . ? get interview today ? happy ? good boy ? think ? missing ?",0
call & lt ; # & gt ; min thats ok,0
Would really appreciate call . need someone talk .,0
room .,0
"Sorry , 'll call later meeting .",0
came hostel .,0
Hey project . Started aha da .,0
use soc ... use home ... Ü dunno 2 type word ar ...,0
"Okay , good , problem , thanx !",0
Dear . ok ?,0
tuition 330 . Hm go 1120 1205 one ? mind ?,0
FREE UNLIMITED HARDCORE PORN direct 2 mobile Txt PORN 69200 & get FREE access 24 hr chrgd @ 50p per day txt Stop 2exit . msg free,1
"SMS . ac sun0819 post HELLO : '' seem cool , wanted say hi . HI ! ! ! '' Stop ? Send STOP 62468",1
Babes think got ur brolly left English wil bring 2mrw 4 u luv Franxx,0
see cup coffee animation,0
Ü dun wan watch infernal affair ?,0
Hey still want go yogasana ? Coz end cine go bathe hav steam bath,0
"Sorry , 'll call later",0
film ill call later .,0
"Coffee cake , guess ...",0
need lar . Jus testing e phone card . Dunno network gd thk . waiting 4 si 2 finish bathing bathe . Dun disturb u liao u cleaning ur room .,0
Howz person story,0
sef dey laugh . Meanwhile 's darling anjie !,0
. remember,0
engalnd ! telly decided wo n't let watch mia elliot kissing ! Damn !,0
"LookAtMe ! : Thanks purchase video clip LookAtMe ! , 've charged 35p . Think better ? send video MMSto 32323 .",1
"U lousy , run already come back half dead ... Hee ...",0
ü go buy wif meet ü later ?,0
'm home . Ard wat time u reach ?,0
Camera - awarded SiPix Digital Camera ! call 09061221066 fromm landline . Delivery within 28 day .,1
Looks like u wil b getting headstart im leaving bout 2.30ish u r desperate company could head earlier-we goin meet rummer .,0
"yeah , 's thinking",0
Mathews tait edward anderson,0
"URGENT ! ! 4 * Costa Del Sol Holiday £5000 await collection . Call 09050090044 toClaim . SAE , TC , POBox334 , Stockport , SK38xh , Cost£1.50/pm , Max10mins",1
"worry , hope photo shoot went well . spiffing fun workage .",0
Lol n't know awesome phone . could click delete right want .,0
reached home . . . tired . . come tomorro,0
"Fantasy Football back TV . Go Sky Gamestar Sky Active play £250k Dream Team . Scoring start Saturday , register ! SKY OPT 88088",1
Feel like trying kadeem ? : V,0
"n't worry , * easy ingredient !",0
Ok problem get taxi . C ing tomorrow tuesday . tuesday think r going cinema .,0
Sorry missed call let 's talk time . 'm 07090201529,1
interested like .,0
u get message,0
Aight still want get money,0
", Love ? brother ? Time talk english ? * grin * Say : Hey Muhommad , Penny say hello across sea",0
Superb Thought- `` grateful u dont everything u want . mean u still opportunity happier tomorrow u today . `` : - ),0
Ok another number,0
"realize 40 year , 'll thousand old lady running around tattoo ?",1
Ok ... theory test ? ü going book ? think 's 21 may . Coz thought wan na go jiayin . isnt free,0
message free . Welcome new & improved Sex & Dogging club ! unsubscribe service reply STOP . msg @ 150p 18,1
", whats house # ? beer ?",0
going film 2day da . 6pm . Sorry da .,0
"Derp . worse , dude always want party dude file complaint three drug abuser life",0
Misplaced number sending text old number . Wondering 've heard year . best mcat . Got number atlanta friend,0
Today going college able atten class .,0
Nutter . Cutter . Ctter . Cttergg . Cttargg . Ctargg . Ctagg . ie,0
Designation software developer may get chennai : ),0
much torch 9ja .,0
Ok,0
Mum say wan go go ... shun bian watch da glass exhibition ...,0
"cool tyler take 're gon na buy drop place later tonight . total order quarter , got enough ?",0
either idea 's ? know anyplaces something ?,0
Sorry 'm free ...,0
'm class . holla later,0
Cold . Dont sad dear,0
site simulate test . give tough question test readiness .,0
"Yup , need . 'll jus wait 4 e rain 2 stop .",0
Good night dear .. Sleepwell & amp ; Take care,0
Nope ... Think go monday ... Sorry replied late,0
"Yeah probably , still got ta check leo",0
Hi juan . Im coming home fri hey . course expect welcome party lot present . Ill phone u get back . Loads love nicky x x x x x x x x x,0
Tiwary rcb.battle bang kochi .,0
"Dear Voucher Holder , claim week offer , PC please go http : //www.e-tlp.co.uk/reward . Ts & Cs apply .",1
"'s fine , 'll bitch later",0
account number ?,0
ok .... take care.umma ...,0
Tell drug dealer 's getting impatient,0
'm wait till 2 bus pick .,0
"Like made throw smoking friend 's car one time , awesome",0
C movie juz last minute decision mah . Juz watch 2 lar tot ü interested .,0
Thats cool princess ! cover face hot sticky cum : ),0
.. first time .. dhoni rock ...,0
R u saying order slipper co pay returning .,0
"Oh , love , 's soooo good hear . Omg missed much today . 'm sorry problem provider thank tming",0
Yes n't care cause know !,0
"didnt get ur full msg .. sometext missing , send",0
weekly Cool-Mob tone ready download ! week new Tones include : 1 ) Crazy Frog-AXEL F > > > 2 ) Akon-Lonely > > > 3 ) Black Eyed-Dont P > > > info n,1
darling sister . . 's school resuming . minimum wait period reapply ? take care,0
"usual .. iam fine , happy & amp ; well .. : )",0
K .. k : ) much cost ?,0
Dip 's cell dead . coming . U better respond else shall come back .,0
"Happy sad , one thing past is- `` '' GOOD MORNING : - ) : - ) .",0
"Sorry da thangam , sorry held prasad .",0
TOWN ? V. IMPORTANT,0
"3 FREE TAROT TEXTS ! Find love life ! TRY 3 FREE ! Text CHANCE 85555 16 ! 3 Free , Msgs £1.50",1
Wif family booking tour package .,0
Still work going : ) small house .,0
Wat time r ü going xin 's hostel ?,0
message sent askin & lt ; # & gt ; dollar . Shoul pay & lt ; # & gt ; & lt ; # & gt ; ?,0
PARTY ALEX NICHOLS,0
stupid say challenge god.You dont think write instead respond immed .,0
"Funny fact Nobody teach volcano 2 erupt , tsunami 2 arise , hurricane 2 sway aroundn 1 teach hw 2 choose wife Natural disaster happens",0
Excellent ! ready moan scream ecstasy ?,0
Hey whats ? U sleeping morning ?,0
LOL ... busy,0
'm workin . get job ...,0
bothering trust answer . Pls .,0
"said gon na snow , start around 8 9 pm tonite ! predicting inch accumulation .",0
8007 FREE 1st week ! No1 Nokia tone 4 ur mob every week txt NOKIA 8007 Get txting tell ur mate www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,1
Tension ah ? machi ? problem ?,0
"Yep , great loxahatchee xmas tree burning & lt ; # & gt ; start hour",0
25p 4 alfie Moon 's Children need song ur mob . Tell ur m8s . Txt Tone charity 8007 Nokias Poly charity polys : zed 08701417012 profit 2 charity .,1
Ok lor .,0
hope 's result consistently intelligent kind . Start asking practicum link keep ear open best . ttyl,0
"Yeah , probably swing roommate finish girl",0
Apps class varaya elaya .,0
Oh yeah ! diet flew window,0
'm ok wif co like 2 try new thing . scared u dun like mah . Cos u said loud .,0
'm reading text sent . meant joke . read light,0
Oops phone died n't even know . Yeah like better .,0
glad talking .,0
Babe ! ! ! ! LOVE ! ! ! ! * cover face kiss *,0
come alive.better correct good looking figure ..,0
HELLO PEACH ! CAKE TASTS LUSH !,0
Meeting u work . . . Tel shall work tomorrow,0
Ok dear . call chechi,0
cutest girl world,0
u receive msg ?,0
Also remember get dobby 's bowl car,0
"URGENT ! 1 week FREE membership £100,000 Prize Jackpot ! Txt word : CLAIM : 81010 & C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",1
Santa calling ! Would little one like call Santa Xmas Eve ? Call 09077818151 book time . Calls1.50ppm last 3mins 30 & C www.santacalling.com,1
hear loud scream & lt ; # & gt ; minute cause Gyno shoving thing n't belong : /,0
"Sir , good morning . Hope good weekend . called let know able raise & lt ; # & gt ; dad . however said would make rest available mid feb . amount still quite short hoping would help . good day . Abiola",0
Yup lunch buffet .. U eat already ?,0
Ok thk got . u wan 2 come wat ?,0
U 2 .,0
Valentines Day Special ! Win £1000 quiz take partner trip lifetime ! Send GO 83600 . 150p/msg rcvd . CustCare:08718720201,1
Left dessert . U wan 2 go suntec look 4 u ?,0
Ay wana meet sat ? ü wkg sat ?,0
say hi get as back south tampa ( preferably kegger ),0
Yo come carlos soon,0
Ok ... Help ask 's working tmr ?,0
Wat time ü finish ?,0
`` ; reaching another 2 stop . '',0
Orh tot u say still dun believe .,0
"Sorry took long , omw",0
got job wipro : ) get every thing life 2 3 year .,0
UR GOING 2 BAHAMAS ! CallFREEFONE 08081560665 speak live operator claim either Bahamas cruise of£2000 CASH 18+only . opt txt X 07786200117,1
tot 's group mate ... Lucky havent reply ... Wat time ü need leave ...,0
! valued Vodafone customer computer picked win £150 prize . collect easy . call 09061743386,1
guaranteed £1000 cash £2000 prize . claim yr prize call customer service representative 08714712379 10am-7pm Cost 10p,1
UR awarded City Break could WIN £200 Summer Shopping spree every WK . Txt STORE 88039 . SkilGme . TsCs087147403231Winawk ! Age16 £1.50perWKsub,1
Alright . 'm -- good night !,0
Excellent ! Wish together right !,0
Ü neva tell noe ... 'm home da aft wat ...,0
love working home : ),0
'm leaving house .,0
"stop club tone replying `` STOP MIX '' See my-tone.com/enjoy . html term . Club tone cost GBP4.50/week . MFL , PO Box 1146 MK45 2WT ( 2/3 )",1
Onum ela pa. Normal .,0
'm going 4 lunch wif family aft dat go str 2 orchard lor .,0
"'m tired arguing week week . want , 'll .",0
wnt buy BMW car urgently .. vry urgent.but hv shortage & lt ; # & gt ; Lacs.there source arng dis amt . & lt ; # & gt ; lac .. thats prob,0
"Evry Emotion d n't hav Words.Evry Wish d n't hav Prayrs .. u Smile , World wit u.Othrwise even Drop Tear d n't lik 2 Stay wit u.So b happy .. Good morning , keep smiling : - )",0
n't run away frm u ... walk slowly & amp ; kill u n't care enough stop ...,0
think tantrum 's finished yeah 'll point,0
'm really sorry wo n't b able 2 friday.hope u find alternative.hope yr term 's going ok : - ),0
"Hi , 2nights ur lucky night ! Uve invited 2 XCHAT , Uks wildest chat ! Txt CHAT 86688 ! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",1
"Congrats 2 mobile 3G Videophones R . call 09063458130 ! videochat wid ur mate , play java game , Dload polypH music , noline rentl . bx420 . ip4 . 5we . 150p",1
Dear 0776xxxxxxx U 've invited XCHAT . final attempt contact u ! Txt CHAT 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,1
"Hi , Mobile . & lt ; # & gt ; added contact list www.fullonsms.com great place send free sm people visit fullonsms.com",0
Aiyo bit pai seh ü noe ... Scared dun rem die ... Hee ... become better lookin oredi leh ...,0
Hey pay . salary de . & lt ; # & gt ; .,0
dunno ... Lets go learn pilate ...,0
dont . send . Plus 's mode .,0
Sorry din lock keypad .,0
class & lt ; # & gt ; reunion ?,0
wo n't believe 's true . 's Incredible Txts ! Reply G learn truly amazing thing blow mind . O2FWD 18p/txt,1
Dorothy @ kiefer.com ( Bank Granite issue Strong-Buy ) EXPLOSIVE PICK MEMBERS * * * * * 300 % * * * * * * * * * * * Nasdaq Symbol CDGT $ 5.00 per ..,1
Yup shd haf ard 10 page add figure ... Ü got many page ?,0
get ready moan scream : ),0
"Dunno , dad said coming home 2 bring u 4 lunch . Yup go w u lor . call u reach school lor ...",0
"Hey Boys . Want hot XXX pic sent direct 2 ur phone ? Txt PORN 69855 , 24Hrs free 50p per day . stop text STOPBCM SF WC1N3XX",1
Ball moving lot.will spin last : ) difficult bat : ),0
Lol yes . add spice day .,0
eat shit wait ur monkey face bitch .......... U asshole ..................,0
Mm feeling sleepy . today shall get dear,0
Camera - awarded SiPix Digital Camera ! call 09061221066 fromm landline . Delivery within 28 day,1
great role model . giving much really wish day miracle God reason everything must say wish knew dont . 've looked since young still . great day .,0
"n't try , g decided head",0
"K , want u come ?",0
CHEERS LOU ! YEAH GOODNITE SHAME U NEVA CAME ! C YA GAILxx,0
ü noe ben going ?,0
Ü write wat ..,0
use foreign stamp whatever send ?,0
Oh k : ) got job whats ?,0
cant pick phone right . Pls send message,0
Ha ... must walk everywhere ... take tram . cousin said walk vic market hotel,0
Yup studying surfing lor . 'm e lazy mode today .,0
charge transfer charge withdraw anyhow like,0
I.ll hand phone chat wit u,0
ripped ! Get mobile content www.clubmoby.com call 08717509990 poly/true/Pix/Ringtones/Games six downloads 3,1
K still loving .,0
"'m done . 'm sorry . hope next space give everything want . Remember furniture . 'm around move , lock lock leave key jenne .",0
sell 'll ton coin . sell coin someone thru paypal . Voila ! Money back life pocket : ),0
sure night menu . . . know noon menu,0
Congratulations ore mo owo wa . Enjoy wish many happy moment fro wherever go,0
come tomorrow di,0
fucking chickened . messaged would late woould buzz n't hear word,0
Howz person story,0
dled 3d imp,0
Happy birthday ... May u find ur prince charming soon n dun work hard ...,0
brother genius,0
Ok lor . 'm town lei .,0
Tmr timin still da wat co got lesson 6 ...,0
U definitely need module e humanity dis sem izzit ? U wan 2 take module 1st ?,0
"wow . 're right ! n't mean . guess gave boston men changed search location nyc , something changed . Cuz signin page still say boston .",0
liked new house,0
great trip India . bring light everyone project everyone lucky see smile . Bye . Abiola,0
"Yun ah.the ubi one say ü wan call tomorrow.call 67441233 look irene.ere got bus8,22,65,61,66,382 . Ubi cres , ubi tech park.6ph 1st 5wkg days.èn",0
problem . ?,0
way school . pls send ashley 's number,0
"Aight , 'm chillin friend 's room text 're way",0
"URGENT ! Mobile . awarded £2000 Bonus Caller Prize 5/9/03 final try contact U ! Call Landline 09064019788 BOX42WR29C , 150PPM",1
Anytime lor ...,0
Raji .. pls favour . Pls convey Birthday wish Nimya . Pls . Today birthday .,0
"Daddy , shu shu looking 4 u ... U wan 2 tell u 're singapore wat ?",0
.. hour before.went hair cut .,0
Except there chick huge boob .,0
ROMCAPspam Everyone around responding well presence since warm outgoing . bringing real breath sunshine .,1
uncle Atlanta . Wish guy great semester .,0
happen dear tell,0
going take bath ill place key window : - ),0
ask say please message .,0
Hope enjoyed new content . text stop 61610 unsubscribe . help:08712400602450p Provided tones2you.co.uk,1
big chic . Common . Declare,0
"Sorry sir , call tomorrow . senthil.hsbc",0
WHORE UNBELIEVABLE .,0
Die ... accidentally deleted e msg suppose 2 put e sim archive . Haiz ... sad ...,0
Dear : -/ mood . cant drive brother drive,0
've told 've returned . order .,0
buying today ? Ü need c meh ...,0
"Geeee ... miss already , know ? think . Fuck , ca n't wait till next year together ... * loving kiss *",0
"Ola would get back maybe today told direct link US getting car bid online , arrange shipping get cut . U ? ? ? ? ? partnership U ? ? ? ? ? Invest money shipping take care rest ! U ? ? Wud b self reliant soon dnt worry",0
... 'm free ...,0
Gr8 . handle victoria island traffic . Plus 's album due,0
getting anywhere damn job hunting !,0
getting threat sale executive Shifad raised complaint . official message .,0
Please da call mistake side sorry da . Pls da goto doctor .,0
"K .. yan jiu liao ... Sat go 4 bugis vill one frm 10 3 den hop parco 4 nb . Sun go cine frm 1030 2 , den hop orc mrt 4 hip hop 4 ...",0
Alex say 's ok ok,0
still game ?,0
Send number give reply tomorrow morning said like ok,0
"WELL DONE ! 4 * Costa Del Sol Holiday £5000 await collection . Call 09050090044 toClaim . SAE , TCs , POBox334 , Stockport , SK38xh , Cost£1.50/pm , Max10mins",1
u got person story,0
PRIVATE ! 2003 Account Statement 07815296484 show 800 un-redeemed S.I.M . point . Call 08718738001 Identifier Code 41782 Expires 18/11/04,1
HIYA STU WOT U 2.IM MUCH TRUBLE HOME MOMENT EVONE HATES EVEN U ! WOT HELL AV DONE ? WONT U TELL TEXT BCK PLEASE LUV DAN,0
"Dont search love , let love find U. Thats called falling love , bcoz U dont force , U fall U know smeone hold U ... BSLVYL",0
Depends individual lor e hair dresser say pretty parent say look gong . U kaypoh .. also dunno wat collecting .,0
Haha okay ... Today weekend leh ...,0
work mon thurs Sat cant leh ... Booked liao ... day u free ?,0
Send id password,0
Happy birthday .... dear.with lot love.rakhesh NRI,0
getting touch folk waiting company ? txt back NAME AGE opt ! Enjoy community ( 150p/SMS ),1
", princess ? : )",0
Glad went well : ) come 11 'll plenty time claire go work .,0
wine flowing 'm nevering ..,0
"Sorry im getting , feel really bad- totally rejected kinda thing .",0
Pass dis ur contact n see wat u get ! Red ; 'm luv wid u . Blue ; u put smile face . Purple ; u r realy hot . Pink ; u r swt . Orange ; thnk lyk u . Green ; realy wana go wid u. Yelow ; wnt u bck . Black ; 'm jealous u . Brown ; miss Nw plz giv one color,0
IM REALY SOZ IMAT MUMS 2NITE 2MORO,0
Hi ! spoke MANEESHA V. 'd like know satisfied experience . Reply Toll Free Yes .,0
"5 Free Top Polyphonic Tones call 087018728737 , National Rate . Get toppoly tune sent every week , text SUBPOLY 81618 , £3 per pole . UnSub 08718727870 .",1
win really 1 side long time .,0
Beauty sleep help ur pimple .,0
take exam march 3,0
want kfc Tuesday . buy 2 meal 2 . gravy . 2 Mark . 2 !,0
"Hmmm .... Mayb try e shoppin area one , forgot e name hotel ...",0
? U DOGBREATH ? SOUNDING LIKE JAN C THATS AL ! ! ! ! ! ! ! ! !,0
"know TAJ MAHAL symbol love . lesser known fact 1 . Mumtaz Shahjahan 's 4th wife , 7 wife . 2 . Shahjahan killed Mumtaz 's husband marry . 3 . Mumtaz died & lt ; # & gt ; th delivery . 4 . married Mumtaz 's sister . Question arises Hell LOVE ? : -| -The Great Hari-",0
G.W.R,0
Omg make wedding chapel frontierville ? get good stuff ?,0
Loans purpose even Bad Credit ! Tenants Welcome . Call NoWorriesLoans.com 08717111821,1
Leave de : - ) . Start Prepare next : - ) ..,0
live next & lt ; # & gt ; min,0
Easy ah ? sen got selected mean good ..,0
"Well weather cali 's great . complexity great . need car move freely , tax outrageous . great place . sad part missing home .",0
Yeah 'd pretty much best case scenario,0
Den wat e schedule b lk sun ?,0
need drug anymore .,0
Good Luck ! Draw take place 28th Feb 06 . Good Luck ! removal send STOP 87239 customer service 08708034412,1
wondarfull song,0
"n't seen facebook , huh ? Lol !",0
actually send reminder today . wonderful weekend,0
PRIVATE ! 2003 Account Statement 07973788240 show 800 un-redeemed S. I. M. point . Call 08715203649 Identifier Code : 40533 Expires 31/10/04,1
"Watching cartoon , listening music & amp ; eve go temple & amp ; church .. u ?",0
"many people seems special first sight , remain special till last sight .. Maintain till life end .. Sh ! jas",0
"Height Confidence : Aeronautics professor wer calld & amp ; wer askd 2 sit aeroplane . Aftr sat wer told dat plane w made student . Dey hurried plane .. Bt 1 didnt move ... said : '' made student , wont even start ........ Datz confidence ..",0
"Aight , text tonight 'll see 's",0
Keep payasam rinu brings,0
"put + sign , choose number pin show . Right ?",0
Okay name ur price long legal ! Wen pick ? u ave x am xx,0
'm coming home 4 dinner .,0
coming friday leave pongal ? get news work place .,0
samus shoulder yet,0
Hey ... time driving fri ? go evaluation fri ?,0
hair cream shipped .,0
hungry,0
Yes.mum lookin strong : ),0
Shall come get pickle,0
Wat late still early mah . juz go 4 dinner lor . Aiya dunno ...,0
Wan na laugh ? Try CHIT-CHAT mobile ! Logon txting word : CHAT send : 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,1
u get pic msg phone ?,0
FREE 1st week ! No1 Nokia tone 4 ur mobile every week txt NOKIA 8077 Get txting tell ur mate . www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1
U still havent got urself jacket ah ?,0
smile right go world wonder smiling think crazy keep away ... * grin *,0
Well great weekend !,0
go walmart . I.ll stay .,0
Yes appt ?,0
Oh sorry please,0
love start attraction.i feel need every time around me.she first thing come thoughts.I would start day end her.she every time dream.love every breath name.my life happen around her.my life named her.I would cry her.will give happiness take sorrows.I ready fight anyone her.I love craziest thing her.love n't proove anyone girl beautiful lady whole planet.I always singing praise her.love start making chicken curry end makiing sambar.life beautiful then.will get every morning thank god day me.I would like say lot .. tell later ..,0
Ever thought living good life perfect partner ? txt back NAME AGE join mobile community . ( 100p/SMS ),1
Aiyo co sm ü ü neva reply wait 4 ü reply lar . tot ü havent finish ur lab wat .,0
going good ... problem .. still need little experience understand american customer voice ...,0
Mm time dont like fun,0
Thanks looking . really appreciate .,0
U really pig leh sleep much . dad wake 10 smth 2 eat lunch today .,0
think move & lt ; # & gt ; week,0
Still area restaurant . Ill try come back soon,0
"URGENT ! Mobile 07808726822 awarded £2,000 Bonus Caller Prize 02/09/03 ! 2nd attempt contact ! Call 0871-872-9758 BOX95QU",1
U coming 2 pick ?,0
One joy lifeis waking daywith thought somewhereSomeone care enough tosend warm morning greeting .. -,0
world famamus ....,0
way 'm going back !,0
actually first time . went bed long spoke . Woke 7 . night ?,0
"Height Confidence : Aeronautics professor wer calld & amp ; wer askd 2 sit aeroplane . Aftr sat wer told dat plane w made student . Dey hurried plane .. Bt 1 didnt move ... said : '' made student , wont even start ........ Datz confidence ..",0
Cashbin.co.uk ( Get lot cash weekend ! ) www.cashbin.co.uk Dear Welcome weekend got biggest best EVER cash give away ! ! ..,1
"Wow ... love sooo much , know ? barely stand ! wonder day go well , love ... think miss",0
"Sorry , 'll call later",0
"way , make sure u get train worc foregate street shrub hill . fun night x",0
"Actually , mobile full msg . work online , need send & lt ; # & gt ; sent msg wil explain u later .",0
FREE 1st week ! No1 Nokia tone 4 ur mob every week txt NOKIA 8007 Get txting tell ur mate www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
dear sleeping : -P,0
She.s find . sent offline message know anjola 's .,0
Todays Voda number ending 7634 selected receive £350 reward . match please call 08712300220 quoting claim code 7684 standard rate apply .,1
"Height `` Oh shit .... ! ! '' situation : guy throw luv letter gal fall brother head who gay , . ; - ) : -D",0
want snow . 's freezing windy .,0
Hi . Happy New Year . dont mean intrude pls let know much tuition paid last semester much semester . Thanks,0
dad back ph ?,0
Lol wo n't feel bad use money take steak dinner =D,0
"Awesome , gon na soon later tonight ?",0
Lol would mom would fit tell whole family crazy terrible,0
FreeMsg Hi baby wow got new cam moby . Wan na C hot pic ? Fancy chat ? Im w8in 4uTxt / rply CHAT 82242 Hlp 08712317606 Msg150p 2rcv,1
Give sec think think,0
'm work . Please call,0
"Wan2 win Meet+Greet Westlife 4 U m8 ? currently tour ? 1 ) Unbreakable , 2 ) Untamed , 3 ) Unkempt . Text 1,2 3 83049 . Cost 50p +std text",1
beauty life next second .. hide thousand secret . wish every second wonderful ur life ... ! ! gud n8,0
"Garbage bag , egg , jam , bread , hannaford wheat chex",0
Get gandhipuram walk cross cut road . Right side & lt ; # & gt ; street road turn first right .,0
Cant think anyone * spare room * top head,0
Aft finish lunch go str lor . Ard 3 smth lor . U finish ur lunch already ?,0
Oops shower u called . Hey parking garage collapsed university hospital . See 'm crazy . Stuff like happen .,0
"`` HEY HEY WERETHE MONKEESPEOPLE SAY MONKEYAROUND ! HOWDY GORGEOUS , HOWU DOIN ? FOUNDURSELF JOBYET SAUSAGE ? LOVE JEN XXX ''",0
"Geeeee ... internet really bad today , eh ?",0
Change ... 's e one next escalator ...,0
u think girl propose u today seing ur bloody funky shit fucking face ............... asssssholeeee ................,0
Yes .. really great .. bhaji told kallis best cricketer sachin world : ) .very tough get .,0
Yeah n't see,0
want tel u one thing u mistake k MESSAGE SENT : ),0
sense foot penis .,0
've got tea . sure flavour,0
mean still think teju,0
